ApplicationDate,Age,AnnualIncome,CreditScore,EducationLevel,Experience,LoanAmount,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,LoanPurpose,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,MonthlyIncome,NetWorth,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
16-12-2044,43,73698,567,Doctorate,21,24064,Own,548,0.431446194,0.257875011,Education,1766,2549,10548,6141.5,10667,0.2466768,2283.264782,0.461005419,0,59
17-12-2044,43,42903,619,High School,20,10818,Rent,485,0.281904344,0.226609434,Home,2085,437,51902,3575.25,10449,0.191336279,397.2760893,0.246773258,0,53
18-12-2044,30,49936,574,Bachelor,9,17468,Own,338,0.665455869,0.523006061,Auto,4705,1332,140299,4161.333333,114782,0.252867066,445.3507934,0.188245144,0,57
19-12-2044,48,34942,582,High School,22,19772,Mortgage,485,0.296588799,0.15425213,Debt Consolidation,1540,409,262032,2911.833333,252260,0.242600808,647.4496414,0.388912933,0,45
20-12-2044,32,33299,637,Bachelor,8,19021,Mortgage,591,0.422976714,0.186346354,Home,4444,989,8227,2774.916667,4028,0.189455768,410.3912432,0.360872546,0,54
21-12-2044,38,38940,572,Bachelor,14,34455,Mortgage,933,0.277613526,0.290316871,Home,1114,2483,18873,3245,4083,0.260140045,949.673414,0.580176707,0,53
22-12-2044,48,224527,528,Bachelor,26,14303,Own,272,0.510081917,0.224199096,Debt Consolidation,4621,2572,69826,18710.58333,4589,0.295532109,389.9807273,0.035380015,1,40.8
23-12-2044,32,65274,566,Associate,8,42380,Rent,240,0.503647537,0.119561687,Auto,1745,978,92257,5439.5,68950,0.287590558,1339.010601,0.290285982,0,49
24-12-2044,33,36256,474,High School,12,19648,Mortgage,422,0.47250336,0.319981669,Home,1190,821,190760,3021.333333,149192,0.326470393,625.0214847,0.346542857,0,52
25-12-2044,47,19563,593,Bachelor,23,36043,Own,611,0.149006522,0.101389264,Auto,2170,1347,43576,1630.25,13038,0.254758701,1442.150352,1.259408282,0,51
26-12-2044,29,25447,605,Bachelor,7,41936,Rent,631,0.135609199,0.134743583,Home,10460,3794,131748,2120.583333,126247,0.230313316,2196.979343,1.333585574,0,47
27-12-2044,35,57042,487,Master,15,38126,Mortgage,503,0.103041799,0.39492381,Debt Consolidation,663,541,51495,4753.5,31477,0.315289044,1406.873863,0.401782658,0,56
28-12-2044,46,104103,548,Associate,24,16642,Other,638,0.153193853,0.142325334,Home,7146,998,223623,8675.25,175122,0.22260198,637.8078596,0.14706295,1,35.2
29-12-2044,64,142796,621,High School,42,38160,Own,210,0.362325701,0.127046106,Debt Consolidation,5663,2484,25743,5990.083333,16643,0.230675841,1077.230634,0.21489361,0,51
30-12-2044,47,49383,599,High School,20,15302,Other,207,0.302628044,0.241582993,Home,2221,352,252501,4115.25,213402,0.170970356,546.2973034,0.183050192,1,39.2
31-12-2044,45,97253,558,Bachelor,22,15308,Rent,334,0.3448576,0.213997384,Home,2411,431,38181,8104.416667,23774,0.308198044,446.1720303,0.096265044,0,54
01-01-2045,46,25449,593,Bachelor,20,25431,Mortgage,135,0.330718695,0.182365315,Auto,16912,3440,40585,2120.75,20614,0.226774299,649.2483217,0.369797629,0,64
02-01-2045,27,97969,511,Bachelor,2,12701,Mortgage,627,0.316511027,0.479250223,Debt Consolidation,1001,2969,24097,8164.083333,6680,0.259102199,328.9114426,0.117087419,1,44
03-01-2045,41,38956,532,High School,18,50312,Rent,184,0.653845465,0.659434045,Debt Consolidation,1628,901,4571,3246.333333,6439,0.3951744,1708.463691,0.582954212,0,65
04-01-2045,39,99799,584,High School,17,21899,Own,658,0.361831838,0.286160387,Home,7300,405,33898,8316.583333,3533,0.215400291,831.1307172,0.179055588,1,40.8
05-01-2045,43,182273,678,Doctorate,24,19247,Mortgage,210,0.230491787,0.223314615,Debt Consolidation,8614,2076,26288,15189.41667,21997,0.151906518,669.0019361,0.057869368,1,37.6
06-01-2045,41,33055,658,Master,20,34168,Rent,477,0.179859438,0.201273562,Education,3364,218,121228,2754.583333,115095,0.224331584,867.3164322,0.488028957,0,42
07-01-2045,44,41056,518,Associate,20,34141,Rent,245,0.217353937,0.394338849,Education,5563,1057,53216,3421.333333,2587,0.265299919,1161.345825,0.411051975,0,55
08-01-2045,36,54314,591,Associate,14,19484,Mortgage,294,0.568590996,0.202685022,Education,2706,4194,289846,4526.166667,263398,0.273939295,553.823408,0.187315994,0,62
09-01-2045,40,47384,643,Master,17,9445,Own,263,0.362735884,0.098154562,Auto,6969,366,50805,3948.666667,7691,0.187749219,345.1422224,0.154012043,1,38.4
10-01-2045,25,31944,558,High School,7,8069,Rent,414,0.3060941,0.156484013,Debt Consolidation,15469,661,177537,2662,116209,0.199176705,747.1499239,0.436194562,0,47
11-01-2045,36,39705,597,Master,13,11207,Mortgage,664,0.228360649,0.283664022,Education,21054,1307,145195,3308.75,126602,0.293705084,296.031659,0.290149349,0,55
12-01-2045,56,16197,562,High School,31,51714,Own,405,0.093165906,0.353950491,Home,4764,2163,142735,1349.75,126008,0.234437051,2013.813592,1.792045632,0,59
13-01-2045,43,95640,620,Master,24,27587,Mortgage,384,0.290935399,0.392479813,Home,2199,1164,196316,7970,191507,0.190077485,824.9673628,0.151689757,1,37.6
14-01-2045,39,31613,561,Bachelor,16,15206,Mortgage,251,0.528405392,0.127294885,Auto,7850,559,75954,2634.416667,63496,0.217123824,578.4639226,0.31485677,0,53
15-01-2045,62,16438,523,Associate,37,14132,Own,373,0.577436258,0.052526218,Auto,1303,343,294908,1369.833333,273615,0.272283853,433.4563874,0.588725919,0,47
16-01-2045,23,87305,620,Bachelor,0,17308,Own,271,0.478092561,0.166949395,Debt Consolidation,1931,392,37608,7275.416667,2717,0.168517816,615.8014226,0.121890122,1,37.6
17-01-2045,26,49467,495,High School,5,24541,Rent,289,0.243101069,0.216274436,Home,3487,454,45266,4122.25,39364,0.272190025,1337.271444,0.39451063,0,58
18-01-2045,60,21042,634,High School,36,24227,Rent,401,0.252500899,0.145118584,Auto,2600,11420,45830,1753.5,5362,0.234943105,689.8685593,0.622109244,0,49
19-01-2045,40,85431,602,Associate,15,45739,Other,488,0.456471029,0.328679301,Auto,3351,884,23813,7119.25,4083,0.26238299,1267.060682,0.246523255,0,63
20-01-2045,37,76426,515,Bachelor,14,18283,Mortgage,331,0.373433881,0.281496824,Debt Consolidation,5661,1267,48596,6368.833333,32333,0.284509589,574.2405255,0.142136005,1,41.6
21-01-2045,25,39987,552,High School,0,17916,Own,276,0.366250301,0.00948286,Auto,1822,2485,20559,3332.25,14350,0.22431673,1680.561239,0.587159198,0,51
22-01-2045,45,41612,598,Associate,23,44487,Rent,497,0.218449139,0.047254258,Other,2938,315,655790,3467.666667,605595,0.18477067,2231.241689,0.786765843,0,43
23-01-2045,46,46739,498,High School,23,17880,Mortgage,1487,0.094055454,0.293641334,Debt Consolidation,463,4514,57934,3894.916667,34912,0.259563022,719.9801546,0.566630905,0,52
24-01-2045,26,54652,572,Bachelor,5,27496,Other,612,0.665989248,0.257223716,Other,3690,589,81473,4554.333333,67230,0.236576234,891.2236367,0.330064474,0,52
25-01-2045,38,37643,530,Master,16,20926,Rent,264,0.465019639,0.293073765,Home,1987,950,86977,3136.916667,46121,0.288203622,661.9436801,0.295176372,0,57
26-01-2045,35,79315,582,High School,12,11581,Mortgage,260,0.235402372,0.51766947,Home,5380,459,25326,6609.583333,2789,0.245068258,266.5391889,0.079662993,0,58
27-01-2045,43,54730,522,High School,22,13129,Rent,291,0.402006457,0.133755817,Debt Consolidation,5432,381,84755,4560.833333,65401,0.240217268,377.8602124,0.146653071,1,39.2
28-01-2045,26,47172,532,Bachelor,4,14995,Rent,294,0.046829981,0.508092479,Education,1623,7171,92134,3931,8681,0.274761638,518.1231246,0.206594537,0,58
29-01-2045,55,181465,533,Associate,31,16907,Mortgage,434,0.214359028,0.182828802,Home,4517,8736,50704,15122.08333,26028,0.269325045,578.9639842,0.066985743,1,43.2
30-01-2045,50,46050,653,Bachelor,23,23509,Own,403,0.641584427,0.280394089,Debt Consolidation,8700,4359,300096,3837.5,273821,0.17248252,841.067411,0.324186947,1,34.4
31-01-2045,35,101770,581,High School,17,29958,Own,499,0.231978204,0.152607218,Debt Consolidation,2239,438,49166,8480.833333,47733,0.249505301,806.074794,0.153885207,0,49
01-02-2045,37,60387,578,Bachelor,11,16911,Rent,687,0.359358038,0.04540915,Home,22777,1050,39599,5032.25,8699,0.21918929,395.3099555,0.215074759,0,50
02-02-2045,38,70432,435,Associate,16,11256,Mortgage,262,0.060242193,0.253276601,Home,1360,807,91481,5869.333333,80112,0.294562161,292.2172648,0.094425931,1,44
03-02-2045,30,30982,548,High School,6,30310,Mortgage,395,0.17062148,0.293675887,Home,4964,303,56502,2581.833333,38865,0.333500508,888.3759237,0.497079307,0,52
04-02-2045,34,15601,577,Bachelor,9,38513,Mortgage,380,0.314075784,0.525078323,Home,13512,570,15200,1300.083333,4220,0.298021584,1009.648235,1.068891662,0,63
05-02-2045,36,59069,565,Bachelor,10,51607,Mortgage,762,0.308851989,0.164390944,Home,14717,2338,70814,4922.416667,25643,0.282946813,1616.013248,0.483098732,0,50
06-02-2045,59,25085,637,Associate,38,37913,Rent,577,0.262515082,0.215753579,Other,8238,654,194224,2090.416667,179431,0.179246116,3474.50346,1.938132012,0,54
07-02-2045,51,66860,625,Bachelor,29,35087,Rent,513,0.296083286,0.37044384,Home,997,1186,52469,3220.333333,40115,0.184596168,1759.488886,0.70566884,0,52
08-02-2045,51,48056,498,High School,29,13114,Other,405,0.389110158,0.026139221,Home,2076,1451,45669,4004.666667,17957,0.296028635,358.0142248,0.19053127,0,52
09-02-2045,44,38236,625,Bachelor,22,19891,Rent,190,0.155316416,0.527627756,Home,286,509,35725,3186.333333,27997,0.212934524,432.9638029,0.195511184,0,59
10-02-2045,26,36961,496,High School,1,46219,Own,527,0.272088227,0.241307807,Education,1957,875,200850,3080.083333,178203,0.3518628,1806.419974,0.75758339,0,49
11-02-2045,39,50797,592,High School,17,35379,Own,174,0.31469982,0.287027582,Debt Consolidation,2062,1835,28447,4233.083333,10250,0.25228297,1043.161011,0.287535329,0,52
12-02-2045,51,25368,637,Master,32,39822,Mortgage,280,0.326803383,0.472468429,Home,794,1947,37652,2114,15200,0.242871,1055.338283,0.631664278,0,57
13-02-2045,24,44589,562,Associate,3,19192,Rent,480,0.362235129,0.07279371,Other,1335,1038,125520,3715.75,108759,0.243423954,629.3327876,0.298548823,0,47
14-02-2045,47,34416,500,Bachelor,28,11077,Own,1159,0.295570814,0.387441092,Debt Consolidation,5467,857,112734,2868,93072,0.257023597,595.1070205,0.611613327,0,59
15-02-2045,67,39634,616,Master,45,18801,Rent,579,0.563229445,0.228142616,Auto,3638,1690,235620,3302.833333,223718,0.207052143,458.0554903,0.313989652,0,47
16-02-2045,52,15971,589,Bachelor,28,34746,Rent,236,0.433583104,0.110086257,Other,22120,5371,27491,1330.916667,11093,0.239419179,1362.125297,1.200770369,0,56
17-02-2045,56,21687,643,Bachelor,35,14764,Mortgage,385,0.384824809,0.537447532,Other,1585,2690,22779,1807.25,3261,0.142974469,1327.684173,0.947674186,0,57
18-02-2045,42,54851,632,Associate,20,13083,Other,290,0.2589638,0.223923474,Home,3269,2656,29972,4570.916667,2749,0.162206059,461.3856501,0.164384019,0,67
19-02-2045,51,60014,556,Master,29,9181,Mortgage,180,0.066992482,0.101833259,Education,346,1198,526055,5001.166667,379967,0.206689008,344.3359975,0.104842736,1,47.2
20-02-2045,31,41861,502,High School,8,100414,Rent,179,0.117661768,0.252184404,Home,488,996,41964,3488.416667,18021,0.34423637,3526.756531,1.062303298,0,61
21-02-2045,49,168849,605,Master,25,43090,Rent,1135,0.080105754,0.078767188,Auto,14859,957,44359,14070.75,8478,0.237485317,1684.859474,0.200405769,1,37.6
22-02-2045,47,114293,523,Bachelor,23,14052,Mortgage,385,0.084251832,0.396753348,Education,2875,4002,117758,9524.416667,106383,0.242524901,460.0846539,0.088728232,1,40
23-02-2045,43,85237,533,Bachelor,16,30928,Own,220,0.581667558,0.231101036,Debt Consolidation,13775,3460,17235,7103.083333,6828,0.308097544,946.6478309,0.164245269,0,53
24-02-2045,55,105957,638,Associate,32,19920,Other,252,0.419921249,0.143546343,Education,3490,561,4051,8829.75,3720,0.214139799,493.606857,0.084442578,1,42.4
25-02-2045,33,35086,479,High School,9,32477,Mortgage,307,0.11143911,0.321972487,Auto,1631,2090,126890,2923.833333,74217,0.325069734,1101.29545,0.481660645,0,55
26-02-2045,37,42309,597,Associate,18,17596,Rent,778,0.411014805,0.38132631,Debt Consolidation,4717,440,37592,3525.75,34872,0.24194238,508.1869009,0.3647981,0,59
27-02-2045,41,124433,586,Bachelor,19,14891,Own,673,0.285320114,0.136543697,Auto,906,561,217904,10369.41667,187586,0.228540345,476.0883825,0.110815142,1,35.2
28-02-2045,27,55025,457,Bachelor,5,21904,Rent,242,0.484097939,0.387601039,Other,3431,233,78238,4585.416667,68079,0.255265702,1174.844766,0.308989317,0,53
01-03-2045,42,59704,507,Bachelor,22,32353,Rent,992,0.407496794,0.218347666,Auto,3640,435,29258,4975.333333,1505,0.339686515,1057.550515,0.411942352,0,53
02-03-2045,19,99186,538,Doctorate,0,17832,Mortgage,420,0.407597659,0.452667916,Home,8308,1868,25506,8265.5,5353,0.280335941,621.8263024,0.126045164,1,44.8
03-03-2045,52,55979,584,Doctorate,30,17780,Rent,576,0.089875876,0.099039743,Other,242,1175,39425,4664.916667,13745,0.184624,455.9795083,0.221221424,1,39.2
04-03-2045,40,47753,581,Associate,19,13804,Mortgage,526,0.227325828,0.422564053,Education,2172,551,45867,3979.416667,32976,0.211102309,315.8286544,0.211545743,0,57
05-03-2045,33,16913,532,High School,5,9586,Own,917,0.356221156,0.457196861,Other,2657,1141,45275,1409.416667,42455,0.235516338,273.2806333,0.84452005,0,62
06-03-2045,29,31617,472,Associate,5,21719,Other,391,0.37428522,0.14295654,Debt Consolidation,21754,2774,24528,2634.75,16401,0.27798081,896.0081506,0.488474485,0,55
07-03-2045,37,40239,599,Master,10,12174,Mortgage,665,0.637544899,0.388165957,Debt Consolidation,2758,3469,129462,3353.25,110152,0.201898258,453.6078088,0.333589147,1,42.4
08-03-2045,48,40080,575,Associate,23,16938,Own,339,0.311111021,0.517427184,Other,3015,789,205027,3340,196727,0.23254924,479.9742659,0.245201876,0,58
09-03-2045,46,82660,640,Associate,25,5761,Mortgage,479,0.369693054,0.091801916,Debt Consolidation,14903,1668,1284889,6888.333333,1264382,0.176945155,145.335843,0.090636706,1,30.4
10-03-2045,31,29074,600,Bachelor,8,13423,Rent,474,0.123423108,0.314587332,Debt Consolidation,512,1035,14884,2422.833333,9340,0.244559586,389.7130461,0.356488841,0,64
11-03-2045,29,116651,605,Bachelor,7,8537,Mortgage,509,0.344717699,0.076596887,Home,25829,7902,40983,9720.916667,3420,0.171111291,246.8265988,0.077752606,1,40
12-03-2045,47,16959,659,Doctorate,25,23599,Mortgage,481,0.398446306,0.455778402,Education,7379,1040,69778,1413.25,2846,0.16517211,835.7093708,0.931688923,0,52
13-03-2045,31,66571,595,Bachelor,10,5817,Rent,190,0.163416971,0.469024112,Auto,444,15827,27115,5547.583333,12960,0.259583178,150.8206453,0.061435877,0,56
14-03-2045,40,108774,589,Doctorate,18,19006,Other,201,0.530048259,0.319938241,Home,16927,2258,19185,9064.5,10610,0.261374734,570.596412,0.085122887,1,45.6
15-03-2045,41,65412,585,High School,18,18997,Rent,652,0.499734958,0.249723163,Auto,5055,349,78079,5451,41320,0.194330197,1754.626857,0.4415019,0,66
16-03-2045,43,94197,479,Master,20,18360,Rent,701,0.173833727,0.47548421,Debt Consolidation,1983,1553,111244,7849.75,101433,0.304050875,598.5847915,0.165557475,1,40
17-03-2045,50,46621,578,Associate,27,35848,Rent,876,0.297130029,0.253069864,Debt Consolidation,247,439,26250,3885.083333,7946,0.276362185,1024.430888,0.489160907,0,56
18-03-2045,24,95552,541,Master,2,16346,Rent,350,0.39323485,0.148327955,Auto,326,5480,18611,7962.666667,4425,0.286261519,515.1385405,0.108649348,0,49
19-03-2045,18,27607,579,Master,0,12554,Rent,998,0.385934873,0.190806116,Debt Consolidation,2042,6043,46584,2300.583333,27163,0.253329721,340.7388566,0.581912786,0,52
20-03-2045,33,33893,601,Bachelor,11,9783,Own,305,0.233140847,0.109825044,Home,3563,3166,34127,2824.416667,5303,0.231254516,276.4929629,0.205880729,0,48
21-03-2045,61,187836,628,Bachelor,36,19497,Mortgage,229,0.388648264,0.289187147,Home,3462,476,136572,15653,7478,0.253400518,448.225771,0.043264919,1,37.6
22-03-2045,64,88632,697,Doctorate,45,28819,Rent,503,0.056277018,0.659307893,Debt Consolidation,16014,190,28979,7386,10264,0.198682204,637.6756816,0.154437542,1,40
23-03-2045,61,97746,609,Associate,37,65622,Mortgage,864,0.026078789,0.327355054,Auto,2450,203,31405,8145.5,21553,0.253334946,2620.707714,0.427807711,0,52
24-03-2045,37,75896,526,Bachelor,14,40987,Rent,186,0.297752733,0.196668452,Home,4517,428,349413,6324.666667,322121,0.242363223,2171.86511,0.372804645,0,47
25-03-2045,18,75393,553,Master,0,33748,Rent,519,0.367613913,0.197109401,Other,1411,1411,57363,6282.75,9933,0.296787103,1208.832032,0.275012062,0,61
26-03-2045,18,15000,585,Bachelor,0,17728,Other,175,0.280764806,0.180728781,Home,1724,1513,38586,1250,4366,0.225757321,564.0955483,0.591276439,0,55
27-03-2045,32,61203,611,Master,9,19904,Mortgage,212,0.561141911,0.216092763,Home,9210,210,11742,5100.25,8679,0.181101058,994.748555,0.236605765,1,42.4
28-03-2045,37,47915,628,Bachelor,13,71561,Mortgage,667,0.4428704,0.816469548,Education,20643,1170,21813,3992.916667,13369,0.1860488,3593.568436,1.067031644,0,57
29-03-2045,55,111521,664,Bachelor,36,39969,Other,510,0.399567597,0.169255616,Auto,7779,2547,13000,9293.416667,9969,0.172729387,3650.541843,0.447687002,0,48
30-03-2045,50,24294,548,High School,26,28033,Rent,1565,0.567923254,0.04461058,Education,1640,335,70901,2024.5,3615,0.239725411,2650.41667,2.082201368,0,53
31-03-2045,42,100764,630,Associate,20,13615,Mortgage,299,0.203756818,0.289383338,Auto,4860,991,66414,8397,40850,0.176302852,342.9990527,0.076455764,1,38.4
01-04-2045,29,19955,503,Bachelor,4,10364,Other,224,0.458647728,0.432249708,Home,1270,243,50791,1662.916667,33253,0.218084715,394.7796936,0.372105053,0,59
02-04-2045,28,40643,632,Associate,9,14662,Mortgage,322,0.292774513,0.360733692,Auto,2210,1847,20032,3386.916667,9079,0.144304033,1319.429798,0.484638377,0,52
03-04-2045,43,18968,626,Associate,16,22558,Mortgage,693,0.277022674,0.330478628,Home,8415,2154,131398,1580.666667,84568,0.186112216,822.4591021,0.958746796,0,52
04-04-2045,48,35962,510,Doctorate,27,13687,Rent,499,0.446385793,0.123421898,Other,4820,2567,54757,2996.833333,22758,0.276928995,355.6540823,0.285185723,0,55
05-04-2045,44,52455,597,Bachelor,19,21014,Other,482,0.270721574,0.232239273,Home,10315,536,464620,4371.25,456375,0.280252601,550.8181924,0.236275251,0,48
06-04-2045,27,72843,455,High School,5,18834,Mortgage,394,0.384516276,0.359271235,Home,5075,1173,11878,6070.25,1569,0.243136427,742.0166841,0.187144958,0,58
07-04-2045,47,51496,642,Associate,26,17433,Mortgage,889,0.076889464,0.508939143,Other,1690,778,415522,4291.333333,387210,0.229160798,490.604308,0.321486168,0,51
08-04-2045,45,25569,643,Bachelor,22,35832,Mortgage,416,0.504376317,0.267866702,Education,6578,1713,39843,2130.75,36748,0.244155021,1176.43496,0.747358892,0,53
09-04-2045,27,15000,603,Doctorate,2,22593,Mortgage,536,0.167781488,0.259024701,Debt Consolidation,1168,751,29769,1250,7100,0.221032256,864.043882,1.120035106,0,50
10-04-2045,30,71906,546,Bachelor,11,33411,Rent,421,0.375869467,0.403517311,Education,1689,2848,14683,5992.166667,2245,0.296146772,1073.065018,0.249336359,0,63
11-04-2045,48,38723,559,Bachelor,24,28364,Rent,817,0.400749261,0.490737573,Education,4851,220,38328,3226.916667,4047,0.25364056,946.2372591,0.546415492,0,58
12-04-2045,37,33926,561,Associate,15,16792,Rent,363,0.55388477,0.302670422,Education,10991,2630,23402,2827.166667,10182,0.227244769,535.6766416,0.31787183,0,56
13-04-2045,59,124902,583,Master,35,16846,Other,229,0.734895229,0.130516873,Home,3789,498,294053,10408.5,283337,0.2644152,572.1942776,0.076974999,1,35.2
14-04-2045,46,52030,628,Bachelor,23,37136,Rent,494,0.128685656,0.284336517,Home,16891,1130,129252,4335.833333,118097,0.223706807,878.4654164,0.316540169,0,47
15-04-2045,34,42396,571,Associate,13,40191,Rent,258,0.276276582,0.094837122,Auto,7738,1214,92854,3533,6322,0.209403055,1512.967079,0.501264387,0,57
16-04-2045,39,48010,536,Associate,19,35139,Other,356,0.917380082,0.350114293,Debt Consolidation,2182,602,25037,4000.833333,19074,0.294091128,1043.778419,0.349871715,0,58
17-04-2045,40,122377,616,High School,16,31705,Other,332,0.197244564,0.257261907,Auto,24439,1507,25946,10198.08333,3504,0.233189345,1021.740034,0.132744555,0,56
18-04-2045,31,75630,602,Doctorate,7,18821,Rent,361,0.128911341,0.31203867,Home,2440,1386,47980,6302.5,39651,0.215634287,714.5387349,0.170652715,1,40
19-04-2045,29,15000,582,Bachelor,5,19814,Rent,303,0.690212831,0.422971807,Home,1998,900,33279,1250,24427,0.167160746,976.9480344,1.023958428,0,63
20-04-2045,48,32622,637,Associate,25,14557,Mortgage,188,0.176431324,0.127795008,Debt Consolidation,514,892,17269,2718.5,10251,0.168247452,517.7279592,0.259601971,0,51
21-04-2045,50,45604,655,High School,26,57074,Rent,320,0.460348473,0.381200131,Auto,827,817,175103,3800.333333,167904,0.196657981,2111.368025,0.63977757,0,49
22-04-2045,47,85092,526,High School,22,29675,Rent,334,0.293332562,0.467192115,Auto,5437,1068,30562,7091,9663,0.228949753,1147.087234,0.208868599,1,46.4
23-04-2045,58,21820,609,Associate,39,38990,Own,336,0.25343297,0.100648044,Auto,631,66,33896,1818.333333,4004,0.257379111,1565.492825,1.045733909,0,55
24-04-2045,33,49458,556,Associate,15,23534,Rent,369,0.032217178,0.305581873,Other,935,895,21165,4121.5,5094,0.245688508,589.2120001,0.232491083,0,57
25-04-2045,60,48399,615,Associate,34,9603,Other,444,0.194683767,0.047643118,Home,730,581,71622,4033.25,1641,0.225998431,268.5098807,0.176658992,0,47
26-04-2045,29,102806,533,Master,9,12096,Other,116,0.027864286,0.095604938,Other,680,523,207997,8567.166667,191169,0.358705299,372.440428,0.057013065,0,44
27-04-2045,27,32739,584,Doctorate,7,8885,Mortgage,355,0.155707383,0.219913285,Other,758,507,186256,2728.25,135564,0.211702123,457.3046758,0.297738358,1,40.8
28-04-2045,18,38945,570,Associate,0,18297,Mortgage,374,0.342657682,0.220266236,Home,5708,5712,29457,3245.416667,23633,0.219114279,504.4222428,0.270665475,0,54
29-04-2045,34,97371,546,High School,15,26423,Own,443,0.276994629,0.211894596,Home,704,1116,48065,8114.25,4249,0.284644596,728.4238189,0.144366247,0,51
30-04-2045,33,69893,606,Bachelor,11,30648,Mortgage,409,0.3063158,0.204217561,Debt Consolidation,5785,564,172819,5824.416667,146065,0.172772799,1519.39297,0.331087743,1,36
01-05-2045,46,70908,629,Associate,25,16481,Mortgage,298,0.308737355,0.284489647,Home,10509,1172,45694,5909,30782,0.199649901,365.6330224,0.112308855,1,42.4
02-05-2045,42,35129,563,High School,20,15418,Mortgage,725,0.082193045,0.182224026,Home,3949,2244,53394,2927.416667,51000,0.250627409,613.5287249,0.457238882,0,54
03-05-2045,25,42448,544,High School,2,40725,Own,587,0.427732537,0.654154332,Debt Consolidation,2860,1341,18658,3537.333333,4493,0.285995125,1282.776124,0.528583525,0,60
04-05-2045,35,45271,616,High School,13,40099,Own,1109,0.149645009,0.387137146,Home,1979,626,108497,3772.583333,82670,0.222423562,1113.023296,0.588992502,0,49
05-05-2045,35,70444,400,High School,13,31216,Own,694,0.250970856,0.110169112,Auto,725,1635,20781,5870.333333,2050,0.287733194,1101.801783,0.305911382,0,50
06-05-2045,18,62810,553,Master,0,8267,Rent,670,0.110729779,0.099083177,Home,7732,843,71841,5234.166667,55877,0.246832873,327.311299,0.190538697,0,47
07-05-2045,28,30506,584,Associate,3,34010,Rent,1036,0.267201333,0.166003604,Education,2419,688,25836,2542.166667,21417,0.238733181,1332.048189,0.931507843,0,54
08-05-2045,30,103853,571,High School,4,37137,Mortgage,495,0.339688983,0.540425265,Debt Consolidation,41329,523,89333,8654.416667,78376,0.196294518,1373.142374,0.215859999,1,44
09-05-2045,57,99168,610,High School,35,12686,Mortgage,219,0.115818596,0.338537691,Auto,2132,1902,40579,8264,10078,0.2432232,415.8506477,0.07682123,0,51
10-05-2045,42,28029,604,Associate,16,28381,Rent,471,0.347370856,0.18156647,Home,2920,811,183509,2335.75,175039,0.23762423,812.5546328,0.549525691,0,46
11-05-2045,47,38414,641,Bachelor,23,12922,Rent,280,0.210319816,0.265274546,Other,629,709,278021,3201.166667,234016,0.161092119,633.375823,0.28532592,1,37.6
12-05-2045,22,39173,611,Bachelor,2,13795,Mortgage,257,0.732763558,0.424408984,Home,1683,2748,28394,3264.416667,10564,0.194891464,698.6696959,0.292753589,0,56
13-05-2045,54,80380,613,Associate,34,55615,Rent,220,0.361557487,0.138687191,Education,814,152,249810,6698.333333,242565,0.246470837,1395.181851,0.241131901,0,45
14-05-2045,55,45309,684,Doctorate,34,40021,Mortgage,656,0.268256557,0.136713543,Debt Consolidation,525,1151,380805,3775.75,354862,0.200305929,1060.993088,0.45474226,0,46
15-05-2045,18,26164,564,Bachelor,0,40761,Mortgage,269,0.403942844,0.070931135,Debt Consolidation,2990,2146,118430,2180.333333,77147,0.251269869,2178.074444,1.122339601,0,54
16-05-2045,31,79699,559,Master,10,17322,Mortgage,344,0.190388151,0.270376853,Home,14863,286,75467,6641.583333,37926,0.262186892,520.8738036,0.130221027,1,40.8
17-05-2045,45,65378,605,Associate,26,18955,Mortgage,481,0.374837715,0.513612513,Debt Consolidation,2949,896,107241,5448.166667,91425,0.245003592,550.8157315,0.189387696,0,74
18-05-2045,47,15000,537,Associate,25,34370,Mortgage,454,0.132255396,0.116851052,Home,2221,1168,37875,1250,23169,0.261735877,1854.679311,1.846943449,0,51
19-05-2045,31,84537,428,Bachelor,12,20611,Rent,354,0.204901212,0.294897868,Auto,5619,605,166786,7044.75,156750,0.250796187,1100.863936,0.206517468,1,38.4
20-05-2045,36,21208,513,Associate,16,18209,Other,322,0.402604905,0.164934907,Debt Consolidation,12395,1673,31107,1767.333333,1323,0.269305903,512.2886539,0.472060725,0,60
21-05-2045,32,28894,515,High School,11,31147,Rent,799,0.0948697,0.126797696,Debt Consolidation,1919,2069,31590,2407.833333,1648,0.231402304,1207.969368,0.833516731,0,53
22-05-2045,41,46238,613,Doctorate,18,33257,Mortgage,257,0.241154803,0.386579017,Auto,6494,279,66949,3853.166667,57633,0.264847784,836.9284323,0.283903741,0,56
23-05-2045,54,45662,628,Master,29,11410,Rent,649,0.442855623,0.120206928,Auto,18391,631,158496,3805.166667,108929,0.208147418,278.7169856,0.24380456,0,45
24-05-2045,30,30191,585,High School,6,13779,Rent,478,0.192150363,0.267465906,Home,1154,1667,38644,2515.916667,6647,0.243227462,365.4617839,0.335250287,0,52
25-05-2045,52,32399,632,Master,32,29591,Mortgage,488,0.439843185,0.162967714,Education,6781,2709,24985,2699.916667,15766,0.231868489,1148.34312,0.606071713,0,61
